PH,lodo_fold,test_date,train_days,RMSE,MAE,MAPE,Time_in_Range,Hyper_Events,Hypo_Events,N_Predictions,p1,p3,beta_meal,gamma_meal,t_lag,peak_mult
15,1,2024-12-12,10,13.924688507328687,9.948269545534883,5.425150067844686,59.65909090909091,71,0,176,0.005,0.0001,0.1358502534534162,0.5,17.616177326843495,2.198997581963046
15,2,2024-12-13,10,19.25482359278954,14.347739017155641,7.162354941847128,60.35087719298245,113,0,285,0.005,0.0001,0.5,0.5,26.451181141570732,2.6198781151285617
15,3,2024-12-14,10,22.34091522741424,12.377699573837209,6.875254957462874,76.49122807017544,67,0,285,0.005,1e-06,0.5,0.42836317380557626,18.632221376321972,2.524773366553579
15,4,2024-12-15,10,27.579746738129632,14.659085321618413,7.930290861144744,69.12280701754386,88,0,285,0.005,1e-06,0.5,0.42836317380557626,18.632221376321972,2.524773366553579
15,5,2024-12-16,10,20.836937426722965,11.44377812781258,5.66454752867553,66.66666666666666,95,0,285,0.005,1e-06,0.5,0.42836317380557626,18.632221376321972,2.524773366553579
15,6,2024-12-17,10,20.831873588702667,10.564510365993,5.080066139583562,34.03508771929825,188,0,285,0.005,1e-06,0.5,0.42836317380557626,18.632221376321972,2.524773366553579
15,7,2024-12-18,10,23.73550592859929,13.210163907310537,5.998540689760111,37.19298245614035,179,0,285,0.005,1e-06,0.5,0.42836317380557626,18.632221376321972,2.524773366553579
15,8,2024-12-19,10,24.434361242039657,13.657871046150008,6.655277779084077,47.368421052631575,150,0,285,0.005,1e-06,0.5,0.42836317380557626,18.632221376321972,2.524773366553579
15,9,2024-12-20,10,25.078160292826635,13.343679192309981,6.207787600625168,41.05263157894737,168,0,285,0.005,1e-06,0.5,0.42836317380557626,18.632221376321972,2.524773366553579
15,10,2024-12-21,10,24.514105318485814,14.776283469849098,5.730598880501449,11.578947368421053,252,0,285,0.005,1e-06,0.5,0.42836317380557626,18.632221376321972,2.524773366553579
15,11,2024-12-22,10,16.28236327199306,10.684815789442663,4.7940919438929885,35.51401869158878,69,0,107,0.005,1e-06,0.5,0.42836317380557626,18.632221376321972,2.524773366553579
30,1,2024-12-12,10,22.438821463462403,15.871778297872464,8.517673553538215,65.3179190751445,60,0,173,0.005,0.0001,0.1358502534534162,0.5,17.616177326843495,2.198997581963046
30,2,2024-12-13,10,29.723385154563317,22.303857542338093,10.990486356482835,69.50354609929079,86,0,282,0.005,0.0001,0.5,0.5,26.451181141570732,2.6198781151285617
30,3,2024-12-14,10,30.08361599890433,19.750697527214978,10.898073398017653,78.01418439716312,62,0,282,0.005,1e-06,0.5,0.42836317380557626,18.632221376321972,2.524773366553579
30,4,2024-12-15,10,37.250017500509365,22.901380657592078,12.19177230788569,69.8581560283688,85,0,282,0.005,1e-06,0.5,0.42836317380557626,18.632221376321972,2.524773366553579
30,5,2024-12-16,10,27.30316398040737,18.430037311484583,9.08935194581973,68.08510638297872,90,0,282,0.005,1e-06,0.5,0.42836317380557626,18.632221376321972,2.524773366553579
30,6,2024-12-17,10,26.68744992781965,16.675808506945074,7.8784822885456505,46.09929078014184,152,0,282,0.005,1e-06,0.5,0.42836317380557626,18.632221376321972,2.524773366553579
30,7,2024-12-18,10,30.838966701182105,20.696292681301223,9.260513767551732,39.361702127659576,171,0,282,0.005,1e-06,0.5,0.42836317380557626,18.632221376321972,2.524773366553579
30,8,2024-12-19,10,31.79563933062351,21.181236443680593,10.169869450489498,51.77304964539007,136,0,282,0.005,1e-06,0.5,0.42836317380557626,18.632221376321972,2.524773366553579
30,9,2024-12-20,10,32.230468896850525,21.093580876781562,9.764111738517753,46.45390070921986,151,0,282,0.005,1e-06,0.5,0.42836317380557626,18.632221376321972,2.524773366553579
30,10,2024-12-21,10,32.409349429619674,23.79497073519091,9.149175932006566,13.47517730496454,244,0,282,0.005,1e-06,0.5,0.42836317380557626,18.632221376321972,2.524773366553579
30,11,2024-12-22,10,27.233031561093465,18.35317067237368,8.165344725243195,39.42307692307692,63,0,104,0.005,1e-06,0.5,0.42836317380557626,18.632221376321972,2.524773366553579
45,1,2024-12-12,10,28.899467706377237,20.68917646970339,10.975617052537755,70.58823529411765,50,0,170,0.005,0.0001,0.1358502534534162,0.5,17.616177326843495,2.198997581963046
45,2,2024-12-13,10,39.61849210975387,28.75198630964805,13.908311614907701,77.41935483870968,63,0,279,0.005,0.0001,0.5,0.5,26.451181141570732,2.6198781151285617
45,3,2024-12-14,10,34.340095990764674,25.190836085413988,13.959940427042255,79.92831541218638,56,0,279,0.005,1e-06,0.5,0.42836317380557626,18.632221376321972,2.524773366553579
45,4,2024-12-15,10,42.63911169527959,28.61717520084547,15.189124527414425,73.11827956989248,75,0,279,0.005,1e-06,0.5,0.42836317380557626,18.632221376321972,2.524773366553579
45,5,2024-12-16,10,32.82935546449962,24.292643749184528,11.968350361979645,69.89247311827957,84,0,279,0.005,1e-06,0.5,0.42836317380557626,18.632221376321972,2.524773366553579
45,6,2024-12-17,10,29.775420931275736,21.164356617476667,9.929402457012076,52.32974910394266,133,0,279,0.005,1e-06,0.5,0.42836317380557626,18.632221376321972,2.524773366553579
45,7,2024-12-18,10,35.74867794996283,26.335533560461982,11.749212287492046,41.935483870967744,162,0,279,0.005,1e-06,0.5,0.42836317380557626,18.632221376321972,2.524773366553579
45,8,2024-12-19,10,34.48308999272105,25.2710254115733,12.049114861632273,61.29032258064516,108,0,279,0.005,1e-06,0.5,0.42836317380557626,18.632221376321972,2.524773366553579
45,9,2024-12-20,10,36.65991379060705,26.9427405389764,12.497091924708768,50.89605734767025,137,0,279,0.005,1e-06,0.5,0.42836317380557626,18.632221376321972,2.524773366553579
45,10,2024-12-21,10,40.23465206391641,31.902359823224995,12.284921054028654,19.35483870967742,225,0,279,0.005,1e-06,0.5,0.42836317380557626,18.632221376321972,2.524773366553579
45,11,2024-12-22,10,35.87280816986768,24.78282130947751,10.99403621491503,52.475247524752476,48,0,101,0.005,1e-06,0.5,0.42836317380557626,18.632221376321972,2.524773366553579
60,1,2024-12-12,10,33.8274600128721,24.788387956887696,13.092037884427258,76.04790419161677,40,0,167,0.005,0.0001,0.1358502534534162,0.5,17.616177326843495,2.198997581963046
