PH,lodo_fold,test_date,train_days,RMSE,MAE,MAPE,Time_in_Range,Hyper_Events,Hypo_Events,N_Predictions,p1,p3,beta_meal,gamma_meal,t_lag,peak_mult
30,7,2025-05-17,11,24.280041068860672,17.541544758856517,12.6793127646324,84.04255319148936,40,5,282,0.005,1e-06,0.13191571864350263,0.5,40.41522652402122,4.326051697766198
30,8,2025-05-18,11,26.432915582792564,17.651112091562002,12.711247595082831,91.84397163120568,23,0,282,0.005,1e-06,0.13191571864350263,0.5,40.41522652402122,4.326051697766198
30,9,2025-05-19,11,27.03322588544301,16.25471819010484,11.808901490812483,85.46099290780141,32,9,282,0.005,1e-06,0.13191571864350263,0.5,40.41522652402122,4.326051697766198
30,10,2025-05-20,11,30.316291206098605,20.673132357611813,14.576222314073195,81.20567375886525,49,4,282,0.005,1e-06,0.13191571864350263,0.5,40.41522652402122,4.326051697766198
30,11,2025-05-21,11,31.220334488669,20.632241118226258,13.015148275517932,74.822695035461,56,15,282,0.005,1e-06,0.13191571864350263,0.5,40.41522652402122,4.326051697766198
45,1,2025-05-11,11,38.12161832624535,30.098095671470777,19.427542184181032,100.0,0,0,173,0.021478521326986896,5.696942669020923e-05,0.23926550303066857,0.40664492327711377,17.72528703235817,2.755839010138405
45,2,2025-05-12,11,41.2230611751767,29.18807900218907,17.373330225077403,87.81362007168458,34,0,279,0.005,0.0001,0.01,0.5,18.685415207823397,3.908140510111943
45,3,2025-05-13,11,31.9256699824708,18.791061642088255,12.754512269831652,85.66308243727599,40,0,279,0.005,1e-06,0.13191571864350263,0.5,40.41522652402122,4.326051697766198
45,4,2025-05-14,11,32.39776834125786,25.473037837218463,16.340434220773574,74.55197132616487,71,0,279,0.005,1e-06,0.13191571864350263,0.5,40.41522652402122,4.326051697766198
45,5,2025-05-15,11,17.928569930626185,14.336515460922689,10.67564794178997,89.6057347670251,29,0,279,0.005,1e-06,0.13191571864350263,0.5,40.41522652402122,4.326051697766198
45,6,2025-05-16,11,22.290431868665284,16.324089028637317,12.377980303569505,96.05734767025089,11,0,279,0.005,1e-06,0.13191571864350263,0.5,40.41522652402122,4.326051697766198
45,7,2025-05-17,11,29.296744739083167,21.626973930971527,15.90544993025368,83.87096774193549,41,4,279,0.005,1e-06,0.13191571864350263,0.5,40.41522652402122,4.326051697766198
45,8,2025-05-18,11,31.321452862951787,22.153855983303202,16.351616497924944,91.0394265232975,25,0,279,0.005,1e-06,0.13191571864350263,0.5,40.41522652402122,4.326051697766198
45,9,2025-05-19,11,31.864607817517506,20.32858642771305,15.065019098881722,83.51254480286738,37,9,279,0.005,1e-06,0.13191571864350263,0.5,40.41522652402122,4.326051697766198
45,10,2025-05-20,11,36.104838766191335,26.556550607535314,18.83087106320182,82.43727598566308,48,1,279,0.005,1e-06,0.13191571864350263,0.5,40.41522652402122,4.326051697766198
45,11,2025-05-21,11,41.52101921288623,27.65698380763788,17.41164137616165,80.28673835125448,47,8,279,0.005,1e-06,0.13191571864350263,0.5,40.41522652402122,4.326051697766198
60,1,2025-05-11,11,40.76886999900901,33.40485146074394,21.904870795007835,100.0,0,0,170,0.021478521326986896,5.696942669020923e-05,0.23926550303066857,0.40664492327711377,17.72528703235817,2.755839010138405
60,2,2025-05-12,11,50.40009603956445,35.932346290269486,21.22129611816689,88.04347826086956,33,0,276,0.005,0.0001,0.01,0.5,18.685415207823397,3.908140510111943
60,3,2025-05-13,11,35.87258688075842,22.68778684125264,15.433973914095098,85.86956521739131,39,0,276,0.005,1e-06,0.13191571864350263,0.5,40.41522652402122,4.326051697766198
60,4,2025-05-14,11,37.30305083848094,28.70737664184851,18.768060970370403,76.08695652173914,66,0,276,0.005,1e-06,0.13191571864350263,0.5,40.41522652402122,4.326051697766198
60,5,2025-05-15,11,22.436584630708005,17.76115903963921,13.149310061464888,95.65217391304348,12,0,276,0.005,1e-06,0.13191571864350263,0.5,40.41522652402122,4.326051697766198
60,6,2025-05-16,11,27.58397896850819,20.203113657762387,15.435049110825988,96.73913043478261,9,0,276,0.005,1e-06,0.13191571864350263,0.5,40.41522652402122,4.326051697766198
60,7,2025-05-17,11,36.15056949456948,26.41069013092399,19.368654357141544,87.31884057971014,34,1,276,0.005,1e-06,0.13191571864350263,0.5,40.41522652402122,4.326051697766198
60,8,2025-05-18,11,37.534113092423276,26.363700966486576,19.49468671699583,91.30434782608695,24,0,276,0.005,1e-06,0.13191571864350263,0.5,40.41522652402122,4.326051697766198
60,9,2025-05-19,11,38.930285838952415,24.967487874701536,18.646547365274788,84.42028985507247,36,7,276,0.005,1e-06,0.13191571864350263,0.5,40.41522652402122,4.326051697766198
60,10,2025-05-20,11,40.67420554018778,30.945094992690382,22.14297444016543,84.42028985507247,43,0,276,0.005,1e-06,0.13191571864350263,0.5,40.41522652402122,4.326051697766198
60,11,2025-05-21,11,50.08742988760169,33.901644715307775,21.43949410212608,85.14492753623189,38,3,276,0.005,1e-06,0.13191571864350263,0.5,40.41522652402122,4.326051697766198
